title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1
The Untouchables,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",3,305.081816,Paramount Pictures,,George DiLeonardi,Brian De Palma,Bill Pankow,Kevin Costner,Sean Connery
No Country for Old Men,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4,686.4,Miramax Films,Scott Rudin Productions,Edward Lassak,Ethan Coen,Ethan Coen,Tommy Lee Jones,Javier Bardem
Ride Along,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",4,615.991276,Universal Pictures,Rainforest Films,Ronald G. Muhammad,Tim Story,Craig Alpert,Ice Cube,Kevin Hart
Bridget Jones's Diary,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",5,1127.71918,Miramax Films,Universal Pictures,Tonia Davall,Sharon Maguire,Martin Walsh,Renée Zellweger,Colin Firth
Chocolat,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,610.001372,Miramax Films,David Brown Productions,Nick Schlesinger,Lasse Hallström,Andrew Mondshein,Juliette Binoche,Alfred Molina
"Legally Blonde 2: Red, White & Blonde","[{""id"": 35, ""name"": ""Comedy""}]",3,277.5885377777778,Type A Films,Marc Platt Productions,Charles Herman-Wurmfeld,Charles Herman-Wurmfeld,Peter Teschner,Reese Witherspoon,Sally Field
Parental Guidance,"[{""id"": 35, ""name"": ""Comedy""}]",3,479.088928,Twentieth Century Fox Film Corporation,Dune Entertainment,Genevieve Tyrrell,Andy Fickman,Kent Beyda,Billy Crystal,Bette Midler
No Strings Attached,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4,591.12176,Katalyst Films,The Montecito Picture Company,Tricia Linklater,Ivan Reitman,Dana E. Glauberman,Natalie Portman,Ashton Kutcher
Tombstone,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",2,226.02026,Hollywood Pictures,Cinergi Pictures Entertainment,Lauren Ross,George P. Cosmatos,Harvey Rosenstock,Kurt Russell,Val Kilmer
Romeo Must Die,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",3,364.14704,Silver Pictures,Warner Bros.,Glen MacPherson,Andrzej Bartkowiak,Derek Brechin,Jet Li,Aaliyah
The Omen,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",6,2175.820714285714,Twentieth Century Fox Film Corporation,Mace Neufeld Productions,Gerry Anstiss,Richard Donner,Stuart Baird,Gregory Peck,Lee Remick
Final Destination 3,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",3,470.876632,New Line Cinema,Zide-Perry Productions,Jeff Cassidy,James Wong,Chris G. Willingham,Mary Elizabeth Winstead,Ryan Merriman
The Lucky One,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3,397.428552,Village Roadshow Pictures,DiNovi Pictures,Will Fetters,Scott Hicks,,Zac Efron,Blythe Danner
Bridge to Terabithia,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2,229.31177166666666,Walden Media,Hal Lieberman Company,Barbara Darragh,Gábor Csupó,John Gilbert,Josh Hutcherson,AnnaSophia Robb
Finding Neverland,"[{""id"": 18, ""name"": ""Drama""}]",3,467.06622400000003,Miramax Films,Film Colony,Jan A.P. Kaczmarek,Marc Forster,Matt Chesse,Johnny Depp,Kate Winslet
The Grey,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3,309.113324,Scott Free Productions,1984 Private Defense Contractors,Stephane Stoll,Joe Carnahan,Jason Hellmann,Liam Neeson,Dermot Mulroney
Hide and Seek,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,490.57928000000004,Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Tom Nelson,John Polson,Jeffrey Ford,Robert De Niro,Dakota Fanning
Anchorman: The Legend of Ron Burgundy,"[{""id"": 35, ""name"": ""Comedy""}]",3,348.36226153846155,Apatow Productions,,Adam McKay,Adam McKay,Brent White,Will Ferrell,Christina Applegate
GoodFellas,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2,187.345576,Winkler Films,,Robert Leddy,Martin Scorsese,James Y. Kwei,Robert De Niro,Ray Liotta
Agent Cody Banks,"[{""id"": 28, ""name"": ""Action""}]",2,209.98505,Splendid Pictures,Maverick Films,Ivana Vasak,Harald Zwart,Jim Miller,Frankie Muniz,Hilary Duff
Nanny McPhee,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,489.959288,Universal Pictures,Three Strange Angels,Christianna Brand,Kirk Jones,Justin Krish,Emma Thompson,Colin Firth
Scarface,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3,263.538812,Universal Pictures,,Don Pulford,Brian De Palma,David Ray,Al Pacino,Steven Bauer
The Last Emperor,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2,191.23578260869564,Columbia Pictures,Hemdale Film Corporation,Ann Tasker,Bernardo Bertolucci,Gabriella Cristiani,John Lone,Peter O'Toole
Contraband,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",3,252.4,Universal Pictures,StudioCanal,Jenny Eagan,Baltasar Kormákur,Elísabet Ronaldsdóttir,Mark Wahlberg,Kate Beckinsale
There Will Be Blood,"[{""id"": 18, ""name"": ""Drama""}]",3,308.834844,Miramax Films,Ghoulardi Film Company,Jamey Pryde,Paul Thomas Anderson,Dylan Tichenor,Daniel Day-Lewis,Paul Dano
Undercover Brother,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2,166.417892,Universal Pictures,,Damon Lee,Malcolm D. Lee,William Kerr,Eddie Griffin,Chris Kattan
The Sisterhood of the Traveling Pants,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2,156.212244,DiNovi Pictures,Alcon Entertainment,Leslie Morgenstein,Ken Kwapis,Kathryn Himoff,Amber Tamblyn,Alexis Bledel
Kiss of the Dragon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",3,257.751388,Twentieth Century Fox Film Corporation,Current Entertainment,Annie Thiellement,Chris Nahon,Marco Cavé,Jet Li,Bridget Fonda
The House Bunny,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",3,281.77176,Columbia Pictures,Happy Madison Productions,Paul Eliopoulos,Fred Wolf,Debra Chiate,Anna Faris,Emma Stone
Beauty Shop,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2,145.4054,Metro-Goldwyn-Mayer (MGM),,Kate Lanier,Bille Woodruff,,Queen Latifah,Alicia Silverstone
Million Dollar Arm,"[{""id"": 18, ""name"": ""Drama""}]",2,153.230508,Walt Disney Pictures,,Craig Gillespie,Craig Gillespie,,Jon Hamm,Bill Paxton
The Giver,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",3,267.921824,The Weinstein Company,Walden Media,Lois Lowry,Phillip Noyce,Barry Alexander Brown,Jeff Bridges,Meryl Streep
Jeepers Creepers 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3,371.1921529411765,United Artists,American Zoetrope,Moonsung Lee,Victor Salva,Ed Marx,Ray Wise,Jonathan Breck
Good Luck Chuck,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2,236.768512,Lionsgate,Karz Entertainment,Cece Karz,Mark Helfrich,Julia Wong,Dane Cook,Jessica Alba
Cradle 2 the Grave,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,225.95823199999998,Silver Pictures,Warner Bros.,Harold Parker,Andrzej Bartkowiak,Derek Brechin,Jet Li,DMX
The Hours,"[{""id"": 18, ""name"": ""Drama""}]",2,166.39132,Paramount Pictures,Miramax Films,Richard Strauss,Stephen Daldry,Peter Boyle,Nicole Kidman,Julianne Moore
She's the Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",2,169.445795,DreamWorks SKG,Lakeshore Entertainment,Mark N Tompkins,Andy Fickman,Michael Jablow,Amanda Bynes,Channing Tatum
Mr. Bean's Holiday,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",5,918.9453759999999,Tiger Aspect Productions,Working Title Films,Howard Goodall,Steve Bendelack,Tony Cranstoun,Rowan Atkinson,Max Baldry
Anacondas: The Hunt for the Blood Orchid,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3,354.96449,Screen Gems,Middle Fork Productions,Antonio Mestres,Dwight H. Little,Marcus D'Arcy,Johnny Messner,KaDee Strickland
Blood Ties,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1,9.472439215686276,Wild Bunch,LGM Productions,Linda Murphy,Guillaume Canet,Hervé de Luze,Clive Owen,Billy Crudup
August Rush,"[{""id"": 18, ""name"": ""Drama""}]",3,264.488104,Warner Bros.,CJ Entertainment,Farrah Fox-Collis,Kirsten Sheridan,William Steinkamp,Freddie Highmore,Keri Russell
Elizabeth,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3,273.8354733333333,Channel Four Films,PolyGram Filmed Entertainment,Sue Quinn,Shekhar Kapur,Jill Bilcock,Cate Blanchett,Geoffrey Rush
Bride of Chucky,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2,202.6874,Universal Pictures,Midwinter Productions Inc.,Larry Adlon,Ronny Yu,Randy Bricker,Ed Gale,Jennifer Tilly
Tora! Tora! Tora!,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",2,115.94385324700805,Twentieth Century Fox Film Corporation,,Douglas O. Williams,Toshio Masuda,James E. Newcom,Martin Balsam,Sô Yamamura
Spice World,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",3,400.0,Columbia Pictures Corporation,,Andrea MacArthur,Bob Spiers,Andrea MacArthur,Victoria Beckham,Melanie Brown
The Sitter,"[{""id"": 35, ""name"": ""Comedy""}]",2,139.768752,Twentieth Century Fox Film Corporation,Michael De Luca Productions,Maggie Engelhardt,David Gordon Green,Craig Alpert,Sam Rockwell,Jonah Hill
The Shawshank Redemption,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2,113.36587600000001,Castle Rock Entertainment,,Dennis Baker,Frank Darabont,Richard Francis-Bruce,Tim Robbins,Morgan Freeman
Crocodile Dundee in Los Angeles,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,186.4712718676123,Bungalow Productions,Silver Lion Films,Terry Blythe,Simon Wincer,Terry Blythe,Paul Hogan,Linda Kozlowski
Kingpin,"[{""id"": 35, ""name"": ""Comedy""}]",1,92.67938518518518,Motion Picture Corporation of America,Metro-Goldwyn-Mayer (MGM),Kitty Olisky,Peter Farrelly,Christopher Greenbury,Woody Harrelson,Randy Quaid
The Gambler,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,156.68452,Paramount Pictures,Closest to the Hole Productions,Rodriguez,Rupert Wyatt,Pete Beaudreau,Mark Wahlberg,John Goodman
August: Osage County,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3,296.755748,Jean Doumanian Productions,Smokehouse Pictures,Steve Traxler,John Wells,Stephen Mirrione,Meryl Streep,Julia Roberts
Ice Princess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2,110.581964,Walt Disney Pictures,Bridget Johnson Films,Angelo Libutti,Tim Fywell,,Michelle Trachtenberg,Joan Cusack
A Lot Like Love,"[{""id"": 35, ""name"": ""Comedy""}]",2,142.95573,Mile High Productions,Kevin Messick Productions,Diana Stata,Nigel Cole,Susan Littenberg,Ashton Kutcher,Amanda Peet
Eddie the Eagle,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2,200.66434782608695,Studio Babelsberg,Twentieth Century Fox Film Corporation,Rupert Maconick,Dexter Fletcher,Eddie Hamilton,Taron Egerton,Hugh Jackman
He Got Game,"[{""id"": 18, ""name"": ""Drama""}]",1,86.271412,40 Acres & A Mule Filmworks,Touchstone Pictures,Malik Hassan Sayeed,Spike Lee,Barry Alexander Brown,Denzel Washington,Ray Allen
Don Juan DeMarco,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1,88.8,New Line Cinema,American Zoetrope,Kirsten Everberg,Jeremy Leven,Antony Gibbs,Johnny Depp,Marlon Brando
Dear John,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",3,459.90841600000005,Screen Gems,,Season Kent,Lasse Hallström,Kristina Boden,Amanda Seyfried,Channing Tatum
The Losers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,94.32000000000001,DC Comics,Weed Road Pictures,Lizzie Ibarra,Sylvain White,,Jeffrey Dean Morgan,Zoe Saldana
Don't Be Afraid of the Dark,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2,147.972672,Miramax Films,Gran Via Productions,Shane Hall,Troy Nixey,Jill Bilcock,Katie Holmes,Guy Pearce
War,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2,161.810572,Mosaic Media Group,Current Entertainment,Dottie Starling,Philip G. Atwell,Scott Richter,Jet Li,Jason Statham
Punch-Drunk Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,68.0,Columbia Pictures,New Line Cinema,Christopher Scarabosio,Paul Thomas Anderson,Leslie Jones,Adam Sandler,Emily Watson
EuroTrip,"[{""id"": 35, ""name"": ""Comedy""}]",1,83.187388,DreamWorks SKG,The Montecito Picture Company,Goran Uljanic,Jeff Schaffer,Roger Bondelli,Scott Mechlowicz,Jacob Pitts
The Greatest Game Ever Played,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",1,61.72470799999999,Walt Disney Pictures,,Mark Frost,Bill Paxton,,Shia LaBeouf,Stephen Dillane
The Box,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,111.11177,Media Rights Capital,Lin Pictures,Owen Pallett,Richard Kelly,Sam Bauer,Cameron Diaz,James Marsden
The Next Best Thing,"[{""id"": 35, ""name"": ""Comedy""}]",1,97.451088,Paramount Pictures,Lakeshore Entertainment,Ruth Myers,John Schlesinger,Peter Honess,Madonna,Rupert Everett
My Soul to Take,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,79.319828,Relativity Media,Rogue,Kurt and Bart,Wes Craven,,Max Thieriot,John Magaro
The Girl Next Door,"[{""id"": 35, ""name"": ""Comedy""}]",2,121.644732,Regency Enterprises,Epsilon Motion Pictures,Micah Dahlberg,Luke Greenfield,Mark Livolsi,Emile Hirsch,Elisha Cuthbert
Maximum Risk,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2,206.809932,Columbia Pictures,,Samantha Timmerman,Ringo Lam,Bill Pankow,Jean-Claude Van Damme,Natasha Henstridge
Legend,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2,171.891976,Working Title Films,Cross Creek Pictures,Timmy Thompson,Brian Helgeland,Peter McNulty,Tom Hardy,Emily Browning
Shark Night,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1,36.16592142857143,Incentive Filmed Entertainment,,Dhumal Sagar,David R. Ellis,,Sara Paxton,Chris Carmack
Angela's Ashes,"[{""id"": 18, ""name"": ""Drama""}]",1,52.0,Paramount Pictures,Universal Pictures,Laura Jones,Alan Parker,Gerry Hambling,Emily Watson,Robert Carlyle
Draft Day,"[{""id"": 18, ""name"": ""Drama""}]",2,115.32458000000001,Summit Entertainment,Lionsgate,Jennifer Johnson,Ivan Reitman,Dana E. Glauberman,Kevin Costner,Jennifer Garner
The Conspirator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1,61.915200000000006,Wildwood Enterprises,American Film Company,Karen Eisenstadt,Robert Redford,Craig McKay,Evan Rachel Wood,James McAvoy
Lords of Dogtown,"[{""id"": 18, ""name"": ""Drama""}]",1,53.647828,Columbia Pictures,TriStar Pictures,John Linson,Catherine Hardwicke,Nancy Richardson,Emile Hirsch,Victor Rasuk
The 33,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1,99.61089199999999,Alcon Entertainment,Phoenix Pictures,Leopoldo Enriquez,Patricia Riggen,Michael Tronick,Antonio Banderas,Rodrigo Santoro
Big Trouble in Little China,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",1,44.0,Twentieth Century Fox Film Corporation,TAFT Entertainment Pictures,Gary Goldman,John Carpenter,Edward A. Warschilka,Kurt Russell,Kim Cattrall
Warrior,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",1,92.22846,Solaris Film,Lionsgate,Donald Burghardt,Gavin O'Connor,Aaron Marshall,Tom Hardy,Jennifer Morrison
Michael Collins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,60.357142857142854,Geffen Pictures,Warner Bros.,Kieran Horgan,Neil Jordan,J. Patrick Duffner,Liam Neeson,Aidan Quinn
Stop-Loss,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1,44.82852,Paramount Pictures,Scott Rudin Productions,Amanda Brand,Kimberly Peirce,Claire Simpson,Ryan Phillippe,Abbie Cornish
Abandon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,42.877428,Paramount Pictures,Spyglass Entertainment,Richard Vane,Stephen Gaghan,,Katie Holmes,Benjamin Bratt
Brokedown Palace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,52.0,Twentieth Century Fox Film Corporation,Fox 2000 Pictures,Jonathan Kaplan,Jonathan Kaplan,,Claire Danes,Kate Beckinsale
The Possession,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4,610.3291071428571,Ghost House Pictures,North Box Productions,Stewart Whelan,Ole Bornedal,Eric L. Beason,Jeffrey Dean Morgan,Natasha Calis
Mrs. Winterbourne,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1,40.28,TriStar Pictures,,Lisa-Maria Radano,Richard Benjamin,William Fletcher,Shirley MacLaine,Ricki Lake
Straw Dogs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,41.297764,Battleplan Productions,,Joel Fletcher,Rod Lurie,,James Marsden,Kate Bosworth
The Hoax,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1,47.089844,Miramax Films,The Mark Gordon Company,Lizzie Ibarra,Lasse Hallström,Andrew Mondshein,Richard Gere,Alfred Molina
The Road,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",1,86.360328125,2929 Productions,Dimension Films,Toni G,John Hillcoat,,Viggo Mortensen,Kodi Smit-McPhee
Sheena,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,23.113412,Columbia Pictures Corporation,Delphi II Productions,Paul Aratow,John Guillermin,,Tanya Roberts,Ted Wass
Tank Girl,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,16.25798,Trilogy Entertainment Group,,James Finn,Rachel Talalay,James R. Symons,Lori Petty,Ice-T
Blindness,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,79.379916,Rhombus Media,O2 Filmes,Matthew Davis,Fernando Meirelles,Daniel Rezende,Julianne Moore,Mark Ruffalo
